#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-10-29T19:34:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5632742d860e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/733/127&tab:{J/ApJ/733/127/table2}&key:source=J/ApJ/733/127&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/ApJ/733/127/table2
#-order=I
#-out=BJD
#-out=RFlux
#-out=e_RFlux
#

#RESOURCE=yCat_17330127
#Name: J/ApJ/733/127
#Title: Four transits of WASP-4b (Sanchis-Ojeda+, 2011)
#Table	J_ApJ_733_127_table2:
#Name: J/ApJ/733/127/table2
#Title: Photometry of WASP-4 \vizContent{timeSerie}(\wGraph{J/ApJ/733/127/./table2}{P=1.338231}{Transit Curve})
#Column	BJD	(F14.6)	Barycentric Julian Date (1)	[ucd=time.epoch]
#Column	RFlux	(F8.5)	Relative flux	[ucd=phot.flux;arith.ratio]
#Column	e_RFlux	(F8.5)	Uncertainty in RFlux	[ucd=stat.error]
BJD;RFlux;e_RFlux
2455045.681279; 0.99967; 0.00044
2455045.681928; 1.00009; 0.00044
2455045.682576; 1.00019; 0.00044
2455045.683224; 1.00053; 0.00044
2455045.683871; 1.00047; 0.00044
2455045.684520; 0.99937; 0.00044
2455045.685169; 1.00000; 0.00044
2455045.685816; 0.99960; 0.00044
2455045.686465; 0.99980; 0.00044
2455045.687113; 0.99920; 0.00044
2455045.687761; 0.99948; 0.00044
2455045.688409; 0.99976; 0.00044
2455045.689058; 1.00056; 0.00044
2455045.689705; 1.00021; 0.00044
2455045.690354; 0.99977; 0.00044
2455045.691002; 0.99984; 0.00044
2455045.691650; 0.99983; 0.00044
2455045.692298; 1.00060; 0.00044
2455045.692947; 0.99998; 0.00044
2455045.693594; 1.00095; 0.00044
2455045.694243; 0.99944; 0.00044
2455045.694890; 0.99864; 0.00044
2455045.695538; 0.99816; 0.00044
2455045.696187; 0.99670; 0.00044
2455045.696835; 0.99576; 0.00044
2455045.697484; 0.99525; 0.00044
2455045.698131; 0.99342; 0.00044
2455045.698780; 0.99262; 0.00044
2455045.699428; 0.99126; 0.00044
2455045.700076; 0.98973; 0.00044
2455045.700724; 0.98911; 0.00044
2455045.701373; 0.98684; 0.00044
2455045.702027; 0.98498; 0.00044
2455045.702671; 0.98301; 0.00044
2455045.703323; 0.98315; 0.00044
2455045.704255; 0.97970; 0.00044
2455045.704903; 0.97886; 0.00044
2455045.705550; 0.97876; 0.00044
2455045.706199; 0.97709; 0.00044
2455045.706847; 0.97798; 0.00044
2455045.707495; 0.97681; 0.00044
2455045.708143; 0.97586; 0.00044
2455045.708791; 0.97652; 0.00044
2455045.709440; 0.97619; 0.00044
2455045.710089; 0.97654; 0.00044
2455045.710736; 0.97590; 0.00044
2455045.711387; 0.97535; 0.00044
2455045.712033; 0.97387; 0.00044
2455045.712681; 0.97634; 0.00044
2455045.713329; 0.97546; 0.00044
2455045.713977; 0.97475; 0.00044
2455045.714626; 0.97481; 0.00044
2455045.715273; 0.97507; 0.00044
2455045.715922; 0.97552; 0.00044
2455045.716569; 0.97445; 0.00044
2455045.717218; 0.97340; 0.00044
2455045.717866; 0.97492; 0.00044
2455045.718515; 0.97370; 0.00044
2455045.719162; 0.97453; 0.00044
2455045.719811; 0.97323; 0.00044
2455045.720459; 0.97342; 0.00044
2455045.721107; 0.97462; 0.00044
2455045.721755; 0.97305; 0.00044
2455045.722404; 0.97324; 0.00044
2455045.723051; 0.97385; 0.00044
2455045.723699; 0.97330; 0.00044
2455045.724348; 0.97288; 0.00044
2455045.724996; 0.97333; 0.00044
2455045.725645; 0.97356; 0.00044
2455045.726293; 0.97270; 0.00044
2455045.726941; 0.97311; 0.00044
2455045.727588; 0.97320; 0.00044
2455045.728237; 0.97260; 0.00044
2455045.728885; 0.97229; 0.00044
2455045.729533; 0.97325; 0.00044
2455045.730183; 0.97280; 0.00044
2455045.730830; 0.97304; 0.00044
2455045.731478; 0.97266; 0.00044
2455045.732126; 0.97300; 0.00044
2455045.732774; 0.97235; 0.00044
2455045.733422; 0.97248; 0.00044
2455045.734071; 0.97266; 0.00044
2455045.734719; 0.97282; 0.00044
2455045.735367; 0.97248; 0.00044
2455045.736014; 0.97237; 0.00044
2455045.736663; 0.97239; 0.00044
2455045.737311; 0.97262; 0.00044
2455045.737959; 0.97246; 0.00044
2455045.738607; 0.97238; 0.00044
2455045.739255; 0.97227; 0.00044
2455045.739903; 0.97230; 0.00044
2455045.740552; 0.97220; 0.00044
2455045.741200; 0.97229; 0.00044
2455045.741849; 0.97304; 0.00044
2455045.742497; 0.97201; 0.00044
2455045.743145; 0.97237; 0.00044
2455045.743793; 0.97267; 0.00044
2455045.744441; 0.97259; 0.00044
2455045.745089; 0.97258; 0.00044
2455045.745737; 0.97256; 0.00044
2455045.746386; 0.97257; 0.00044
2455045.747034; 0.97298; 0.00044
2455045.747683; 0.97269; 0.00044
2455045.748330; 0.97292; 0.00044
2455045.748979; 0.97230; 0.00044
2455045.749626; 0.97194; 0.00044
2455045.750275; 0.97255; 0.00044
2455045.750922; 0.97242; 0.00044
2455045.751571; 0.97291; 0.00044
2455045.752219; 0.97331; 0.00044
2455045.752867; 0.97271; 0.00044
2455045.753516; 0.97311; 0.00044
2455045.754164; 0.97332; 0.00044
2455045.754811; 0.97388; 0.00044
2455045.755460; 0.97295; 0.00044
2455045.756108; 0.97297; 0.00044
2455045.756756; 0.97326; 0.00044
2455045.757405; 0.97361; 0.00044
2455045.758053; 0.97381; 0.00044
2455045.758701; 0.97383; 0.00044
2455045.759349; 0.97415; 0.00044
2455045.759998; 0.97367; 0.00044
2455045.760646; 0.97433; 0.00044
2455045.761293; 0.97496; 0.00044
2455045.761941; 0.97390; 0.00044
2455045.762589; 0.97482; 0.00044
2455045.763238; 0.97511; 0.00044
2455045.763886; 0.97451; 0.00044
2455045.764535; 0.97470; 0.00044
2455045.765183; 0.97514; 0.00044
2455045.765830; 0.97517; 0.00044
2455045.766479; 0.97546; 0.00044
2455045.767127; 0.97556; 0.00044
2455045.767775; 0.97630; 0.00044
2455045.768424; 0.97656; 0.00044
2455045.769075; 0.97687; 0.00044
2455045.769719; 0.97710; 0.00044
2455045.770368; 0.97659; 0.00044
2455045.771016; 0.97691; 0.00044
2455045.771664; 0.97803; 0.00044
2455045.772312; 0.97900; 0.00044
2455045.772961; 0.98040; 0.00044
2455045.773608; 0.98131; 0.00044
2455045.774257; 0.98242; 0.00044
2455045.774905; 0.98407; 0.00044
2455045.775553; 0.98579; 0.00044
2455045.776202; 0.98763; 0.00044
2455045.776850; 0.98964; 0.00044
2455045.777498; 0.99023; 0.00044
2455045.778146; 0.99211; 0.00044
2455045.778800; 0.99232; 0.00044
2455045.779442; 0.99462; 0.00044
2455045.780091; 0.99566; 0.00044
2455045.780739; 0.99719; 0.00044
2455045.781386; 0.99802; 0.00044
2455045.782072; 0.99917; 0.00044
2455045.782717; 0.99937; 0.00044
2455045.783366; 0.99933; 0.00044
2455045.784014; 0.99995; 0.00044
2455045.784663; 0.99954; 0.00044
2455045.785310; 0.99988; 0.00044
2455045.785958; 0.99911; 0.00044
2455045.786607; 0.99896; 0.00044
2455045.787255; 1.00023; 0.00044
2455045.787903; 0.99962; 0.00044
2455045.788551; 0.99938; 0.00044
2455045.789200; 0.99943; 0.00044
2455045.789847; 0.99985; 0.00044
2455045.790497; 1.00026; 0.00044
2455045.791144; 0.99909; 0.00044
2455045.791792; 1.00060; 0.00044
2455045.792441; 0.99991; 0.00044
2455045.793088; 1.00018; 0.00044
2455045.793736; 0.99996; 0.00044
2455045.794385; 0.99941; 0.00044
2455045.795033; 0.99980; 0.00044
2455045.795681; 1.00019; 0.00044
2455045.796329; 1.00033; 0.00044
2455045.796977; 1.00012; 0.00044
2455045.797625; 0.99971; 0.00044
2455045.798274; 0.99992; 0.00044
2455045.798922; 0.99954; 0.00044
2455045.799570; 0.99913; 0.00044
2455045.800218; 1.00009; 0.00044
2455045.800866; 1.00002; 0.00044
2455045.801514; 1.00013; 0.00044
2455045.802163; 1.00085; 0.00044
2455045.802811; 0.99949; 0.00044
2455045.803459; 1.00054; 0.00044
2455045.804107; 1.00058; 0.00044
2455045.804756; 0.99970; 0.00044
2455045.805403; 0.99973; 0.00044
2455045.806052; 1.00048; 0.00044
2455045.806700; 1.00077; 0.00044
2455045.807348; 0.99965; 0.00044
2455045.807997; 0.99980; 0.00044
2455045.808645; 0.99972; 0.00044
2455045.809292; 0.99942; 0.00044
2455045.809941; 0.99927; 0.00044
2455045.810589; 0.99999; 0.00044
2455045.811237; 1.00030; 0.00044
2455045.811886; 0.99945; 0.00044
2455045.812534; 0.99987; 0.00044
2455045.813181; 1.00046; 0.00044
2455045.813830; 0.99938; 0.00044
2455045.814479; 0.99963; 0.00044
2455045.815126; 1.00006; 0.00044
2455045.815774; 1.00004; 0.00044
2455045.816423; 0.99994; 0.00044
2455045.817070; 0.99956; 0.00044
2455045.817719; 0.99965; 0.00044
2455045.818367; 0.99980; 0.00044
2455045.819015; 0.99962; 0.00044
2455045.819663; 1.00036; 0.00044
2455045.820311; 0.99983; 0.00044
2455045.820960; 1.00034; 0.00044
2455045.821608; 1.00044; 0.00044
2455045.822256; 0.99985; 0.00044
2455045.822904; 1.00065; 0.00044
2455045.823552; 1.00019; 0.00044
2455045.824200; 1.00040; 0.00044
2455045.824848; 1.00005; 0.00044
2455045.825497; 0.99996; 0.00044
2455045.826145; 0.99993; 0.00044
2455045.826793; 1.00034; 0.00044
2455045.827442; 1.00027; 0.00044
2455045.828091; 0.99996; 0.00044
2455045.828737; 1.00029; 0.00044
2455045.829385; 0.99963; 0.00044
2455045.830034; 0.99991; 0.00044
2455045.830684; 1.00007; 0.00044
2455045.831330; 1.00067; 0.00044
2455045.831979; 0.99957; 0.00044
2455045.832627; 1.00009; 0.00044
2455045.833275; 1.00009; 0.00044
2455045.833923; 0.99949; 0.00044
2455045.834571; 1.00008; 0.00044
2455045.835219; 1.00093; 0.00044
2455045.835868; 1.00032; 0.00044
2455045.836516; 1.00002; 0.00044
2455045.837165; 0.99993; 0.00044
2455045.837812; 1.00008; 0.00044
2455045.838461; 1.00033; 0.00044
2455045.839108; 1.00007; 0.00044
2455045.839756; 0.99879; 0.00044
2455045.840404; 0.99952; 0.00044
2455045.841053; 1.00038; 0.00044
2455045.841702; 1.00021; 0.00044
2455045.842349; 1.00010; 0.00044
2455045.842997; 0.99978; 0.00044
2455045.843645; 1.00002; 0.00044
2455045.844293; 1.00015; 0.00044
2455045.844942; 0.99969; 0.00044
2455045.845591; 0.99966; 0.00044
2455045.846239; 0.99974; 0.00044
2455045.846887; 0.99999; 0.00044
2455045.847534; 0.99959; 0.00044
2455045.848183; 1.00095; 0.00044
2455045.848831; 0.99980; 0.00044
2455045.849480; 0.99991; 0.00044
2455045.850128; 0.99991; 0.00044
2455045.850775; 1.00001; 0.00044
2455045.851424; 0.99994; 0.00044
2455045.852072; 0.99968; 0.00044
2455045.852720; 0.99980; 0.00044
2455045.853369; 0.99973; 0.00044
2455045.854017; 0.99989; 0.00044
2455045.854665; 1.00053; 0.00044
2455045.855313; 1.00048; 0.00044
2455045.855961; 1.00040; 0.00044
2455045.856609; 1.00040; 0.00044
2455045.857257; 0.99989; 0.00044
2455045.857905; 0.99999; 0.00044
2455045.858554; 0.99967; 0.00044
2455045.859201; 1.00075; 0.00044
2455045.859873; 1.00016; 0.00044
2455045.860521; 1.00043; 0.00044
2455045.861169; 1.00020; 0.00044
2455045.861817; 1.00059; 0.00044
2455045.862466; 0.99894; 0.00044
2455045.863114; 0.99987; 0.00044
2455045.863762; 0.99947; 0.00044
2455045.864411; 1.00084; 0.00044
2455045.865058; 1.00018; 0.00044
2455045.865706; 1.00037; 0.00044
2455045.866355; 1.00094; 0.00044
2455045.867003; 0.99999; 0.00044
2455045.867651; 1.00042; 0.00044
2455045.868299; 1.00025; 0.00044
2455045.868947; 0.99994; 0.00044
2455045.869598; 0.99990; 0.00044
2455045.870244; 0.99997; 0.00044
2455045.870892; 0.99977; 0.00044
2455045.871541; 0.99986; 0.00044
2455045.872188; 0.99989; 0.00044
2455045.872836; 0.99916; 0.00044
2455045.873484; 1.00041; 0.00044
2455045.874133; 0.99958; 0.00044
2455045.874781; 1.00032; 0.00044
2455045.875429; 1.00055; 0.00044
2455045.876077; 1.00075; 0.00044
2455045.876725; 1.00032; 0.00044
2455045.877374; 1.00012; 0.00044
2455045.878022; 1.00001; 0.00044
2455045.878671; 1.00039; 0.00044
2455045.879318; 0.99945; 0.00044
2455045.879967; 1.00056; 0.00044
2455045.880614; 0.99989; 0.00044
2455045.881262; 0.99995; 0.00044
2455045.881910; 1.00029; 0.00044
2455045.882559; 1.00084; 0.00044
2455045.883207; 1.00002; 0.00044
2455045.883855; 0.99918; 0.00044
2455045.884503; 1.00028; 0.00044
2455045.885152; 0.99979; 0.00044
2455045.885800; 1.00003; 0.00044
2455045.886448; 1.00090; 0.00044
2455045.887096; 0.99945; 0.00044
2455045.887744; 1.00041; 0.00044
2455045.888393; 1.00012; 0.00044
2455045.889040; 0.99953; 0.00044
2455045.889688; 1.00054; 0.00044
2455045.890337; 1.00018; 0.00044
2455045.890985; 1.00003; 0.00044
2455045.891633; 0.99983; 0.00044
2455045.892281; 1.00066; 0.00044
2455045.892929; 1.00041; 0.00044
2455045.893577; 1.00016; 0.00044
2455045.894225; 1.00055; 0.00044
2455045.894874; 1.00082; 0.00044
2455045.895522; 0.99935; 0.00044
2455045.896170; 0.99925; 0.00044
2455045.896818; 1.00024; 0.00044
2455045.897467; 0.99956; 0.00044
2455045.898115; 1.00007; 0.00044
2455045.898763; 0.99988; 0.00044
2455045.899411; 1.00022; 0.00044
2455049.650268; 0.99935; 0.00045
2455049.650916; 1.00038; 0.00045
2455049.651564; 1.00052; 0.00045
2455049.652212; 0.99962; 0.00045
2455049.652861; 1.00027; 0.00045
2455049.653509; 0.99943; 0.00045
2455049.654156; 1.00056; 0.00045
2455049.654805; 1.00004; 0.00045
2455049.655453; 1.00012; 0.00045
2455049.656101; 0.99886; 0.00045
2455049.656750; 0.99930; 0.00045
2455049.657398; 0.99951; 0.00045
2455049.658046; 0.99985; 0.00045
2455049.658694; 0.99933; 0.00045
2455049.659342; 0.99947; 0.00045
2455049.659990; 1.00062; 0.00045
2455049.660638; 0.99951; 0.00045
2455049.661286; 0.99974; 0.00045
2455049.661935; 0.99991; 0.00045
2455049.662583; 1.00051; 0.00045
2455049.663232; 1.00022; 0.00045
2455049.663879; 0.99918; 0.00045
2455049.664527; 0.99940; 0.00045
2455049.665176; 0.99990; 0.00045
2455049.665824; 1.00000; 0.00045
2455049.666472; 1.00088; 0.00045
2455049.667120; 1.00030; 0.00045
2455049.667769; 0.99936; 0.00045
2455049.668416; 0.99992; 0.00045
2455049.669065; 0.99989; 0.00045
2455049.669713; 0.99968; 0.00045
2455049.670361; 1.00053; 0.00045
2455049.671010; 1.00018; 0.00045
2455049.671658; 1.00000; 0.00045
2455049.672306; 0.99885; 0.00045
2455049.672955; 0.99967; 0.00045
2455049.673602; 0.99972; 0.00045
2455049.674250; 0.99976; 0.00045
2455049.674899; 1.00073; 0.00045
2455049.675547; 0.99933; 0.00045
2455049.676195; 0.99997; 0.00045
2455049.676843; 1.00005; 0.00045
2455049.677490; 1.00047; 0.00045
2455049.685268; 1.00105; 0.00045
2455049.685917; 1.00078; 0.00045
2455049.686565; 0.99914; 0.00045
2455049.687213; 1.00105; 0.00045
2455049.687862; 0.99976; 0.00045
2455049.688510; 0.99901; 0.00045
2455049.689157; 1.00012; 0.00045
2455049.689806; 0.99951; 0.00045
2455049.690454; 1.00103; 0.00045
2455049.691103; 1.00026; 0.00045
2455049.691750; 1.00112; 0.00045
2455049.692400; 0.99969; 0.00045
2455049.693047; 0.99978; 0.00045
2455049.693695; 1.00052; 0.00045
2455049.694344; 0.99982; 0.00045
2455049.694992; 1.00050; 0.00045
2455049.695640; 1.00020; 0.00045
2455049.696288; 0.99991; 0.00045
2455049.696935; 0.99984; 0.00045
2455049.697583; 0.99976; 0.00045
2455049.698232; 0.99997; 0.00045
2455049.698881; 1.00021; 0.00045
2455049.699528; 1.00047; 0.00045
2455049.700177; 1.00006; 0.00045
2455049.700825; 0.99912; 0.00045
2455049.701473; 1.00035; 0.00045
2455049.702121; 1.00019; 0.00045
2455049.702769; 1.00055; 0.00045
2455049.703418; 0.99992; 0.00045
2455049.704066; 1.00067; 0.00045
2455049.704713; 0.99984; 0.00045
2455049.705362; 1.00047; 0.00045
2455049.706011; 1.00218; 0.00045
2455049.706659; 1.00051; 0.00045
2455049.707308; 1.00007; 0.00045
2455049.707955; 1.00003; 0.00045
2455049.708603; 1.00046; 0.00045
2455049.709251; 1.00004; 0.00045
2455049.709899; 0.99985; 0.00045
2455049.710547; 0.99822; 0.00045
2455049.711196; 0.99751; 0.00045
2455049.711844; 0.99603; 0.00045
2455049.712492; 0.99546; 0.00045
2455049.713140; 0.99348; 0.00045
2455049.713789; 0.99172; 0.00045
2455049.714437; 0.99038; 0.00045
2455049.715085; 0.98962; 0.00045
2455049.715733; 0.98772; 0.00045
2455049.716380; 0.98610; 0.00045
2455049.717029; 0.98414; 0.00045
2455049.717678; 0.98359; 0.00045
2455049.718325; 0.98288; 0.00045
2455049.718974; 0.98094; 0.00045
2455049.719621; 0.98027; 0.00045
2455049.720270; 0.97881; 0.00045
2455049.720918; 0.97852; 0.00045
2455049.721566; 0.97876; 0.00045
2455049.722215; 0.97775; 0.00045
2455049.722863; 0.97776; 0.00045
2455049.723510; 0.97627; 0.00045
2455049.724159; 0.97672; 0.00045
2455049.724808; 0.97625; 0.00045
2455049.725455; 0.97584; 0.00045
2455049.726104; 0.97590; 0.00045
2455049.726752; 0.97508; 0.00045
2455049.727400; 0.97470; 0.00045
2455049.728048; 0.97491; 0.00045
2455049.728696; 0.97503; 0.00045
2455049.729343; 0.97482; 0.00045
2455049.729993; 0.97455; 0.00045
2455049.730641; 0.97445; 0.00045
2455049.731289; 0.97477; 0.00045
2455049.731941; 0.97400; 0.00045
2455049.732586; 0.97501; 0.00045
2455049.733233; 0.97365; 0.00045
2455049.733882; 0.97402; 0.00045
2455049.734529; 0.97368; 0.00045
2455049.735178; 0.97417; 0.00045
2455049.735826; 0.97409; 0.00045
2455049.736474; 0.97380; 0.00045
2455049.737122; 0.97359; 0.00045
2455049.737770; 0.97387; 0.00045
2455049.738418; 0.97348; 0.00045
2455049.739067; 0.97382; 0.00045
2455049.739715; 0.97356; 0.00045
2455049.740363; 0.97374; 0.00045
2455049.741011; 0.97268; 0.00045
2455049.741659; 0.97415; 0.00045
2455049.742307; 0.97360; 0.00045
2455049.742956; 0.97291; 0.00045
2455049.743604; 0.97345; 0.00045
2455049.744252; 0.97305; 0.00045
2455049.744900; 0.97417; 0.00045
2455049.745549; 0.97391; 0.00045
2455049.746197; 0.97335; 0.00045
2455049.746845; 0.97302; 0.00045
2455049.747492; 0.97363; 0.00045
2455049.748141; 0.97362; 0.00045
2455049.748789; 0.97388; 0.00045
2455049.749438; 0.97339; 0.00045
2455049.750085; 0.97356; 0.00045
2455049.750734; 0.97269; 0.00045
2455049.751382; 0.97327; 0.00045
2455049.752030; 0.97317; 0.00045
2455049.752678; 0.97303; 0.00045
2455049.753327; 0.97317; 0.00045
2455049.753975; 0.97297; 0.00045
2455049.754623; 0.97342; 0.00045
2455049.755272; 0.97342; 0.00045
2455049.755919; 0.97325; 0.00045
2455049.756567; 0.97265; 0.00045
2455049.757216; 0.97318; 0.00045
2455049.757863; 0.97335; 0.00045
2455049.758512; 0.97226; 0.00045
2455049.759160; 0.97320; 0.00045
2455049.759807; 0.97361; 0.00045
2455049.760456; 0.97253; 0.00045
2455049.761104; 0.97400; 0.00045
2455049.761753; 0.97299; 0.00045
2455049.762401; 0.97344; 0.00045
2455049.763050; 0.97357; 0.00045
2455049.763696; 0.97358; 0.00045
2455049.764347; 0.97360; 0.00045
2455049.764994; 0.97362; 0.00045
2455049.765642; 0.97382; 0.00045
2455049.766289; 0.97384; 0.00045
2455049.766938; 0.97347; 0.00045
2455049.767586; 0.97379; 0.00045
2455049.768234; 0.97291; 0.00045
2455049.768883; 0.97384; 0.00045
2455049.769531; 0.97358; 0.00045
2455049.770179; 0.97446; 0.00045
2455049.770828; 0.97413; 0.00045
2455049.771476; 0.97323; 0.00045
2455049.772123; 0.97386; 0.00045
2455049.772772; 0.97354; 0.00045
2455049.773419; 0.97400; 0.00045
2455049.774068; 0.97424; 0.00045
2455049.774716; 0.97440; 0.00045
2455049.775364; 0.97480; 0.00045
2455049.776012; 0.97520; 0.00045
2455049.776661; 0.97464; 0.00045
2455049.777309; 0.97405; 0.00045
2455049.777957; 0.97489; 0.00045
2455049.778605; 0.97545; 0.00045
2455049.779253; 0.97567; 0.00045
2455049.779901; 0.97536; 0.00045
2455049.780549; 0.97616; 0.00045
2455049.781197; 0.97623; 0.00045
2455049.781846; 0.97603; 0.00045
2455049.782494; 0.97634; 0.00045
2455049.783142; 0.97710; 0.00045
2455049.783790; 0.97699; 0.00045
2455049.784439; 0.97688; 0.00045
2455049.785086; 0.97747; 0.00045
2455049.785734; 0.97807; 0.00045
2455049.786383; 0.97912; 0.00045
2455049.787031; 0.97980; 0.00045
2455049.787679; 0.98154; 0.00045
2455049.788328; 0.98263; 0.00045
2455049.788976; 0.98438; 0.00045
2455049.789624; 0.98597; 0.00045
2455049.790272; 0.98699; 0.00045
2455049.790920; 0.98737; 0.00045
2455049.791568; 0.98982; 0.00045
2455049.792217; 0.99060; 0.00045
2455049.792865; 0.99201; 0.00045
2455049.793513; 0.99330; 0.00045
2455049.794161; 0.99575; 0.00045
2455049.794809; 0.99661; 0.00045
2455049.795458; 0.99776; 0.00045
2455049.796106; 0.99814; 0.00045
2455049.796753; 0.99828; 0.00045
2455049.797402; 0.99984; 0.00045
2455049.798050; 0.99969; 0.00045
2455049.798698; 0.99992; 0.00045
2455049.799346; 1.00090; 0.00045
2455049.799995; 0.99970; 0.00045
2455049.800643; 0.99998; 0.00045
2455049.801291; 0.99998; 0.00045
2455049.801938; 1.00038; 0.00045
2455049.802588; 0.99933; 0.00045
2455049.803235; 1.00054; 0.00045
2455049.803884; 0.99978; 0.00045
2455049.804532; 0.99944; 0.00045
2455049.805180; 1.00039; 0.00045
2455049.805828; 0.99958; 0.00045
2455049.806476; 1.00042; 0.00045
2455049.807124; 0.99994; 0.00045
2455049.807773; 1.00000; 0.00045
2455049.808421; 0.99985; 0.00045
2455049.809069; 0.99964; 0.00045
2455049.809717; 1.00067; 0.00045
2455049.810365; 1.00014; 0.00045
2455049.811013; 0.99937; 0.00045
2455049.811662; 1.00000; 0.00045
2455049.812310; 0.99878; 0.00045
2455049.813004; 0.99999; 0.00045
2455049.813652; 0.99953; 0.00045
2455049.814300; 1.00000; 0.00045
2455049.814948; 0.99952; 0.00045
2455049.815596; 0.99989; 0.00045
2455049.816244; 1.00033; 0.00045
2455049.816892; 1.00008; 0.00045
2455049.817540; 0.99984; 0.00045
2455049.818189; 0.99984; 0.00045
2455049.818837; 0.99901; 0.00045
2455049.819486; 0.99955; 0.00045
2455049.820134; 0.99999; 0.00045
2455049.820782; 0.99996; 0.00045
2455049.821430; 0.99932; 0.00045
2455049.822078; 1.00030; 0.00045
2455049.822727; 0.99975; 0.00045
2455049.823374; 0.99966; 0.00045
2455049.824024; 1.00008; 0.00045
2455049.824671; 1.00061; 0.00045
2455049.825319; 1.00064; 0.00045
2455049.825967; 1.00017; 0.00045
2455049.826615; 1.00003; 0.00045
2455049.827264; 0.99978; 0.00045
2455049.827911; 1.00037; 0.00045
2455049.828562; 0.99987; 0.00045
2455049.829208; 0.99976; 0.00045
2455049.829857; 0.99983; 0.00045
2455049.830505; 1.00013; 0.00045
2455049.831156; 1.00058; 0.00045
2455049.831803; 0.99985; 0.00045
2455049.832449; 1.00013; 0.00045
2455049.833097; 1.00013; 0.00045
2455049.833745; 0.99948; 0.00045
2455049.834394; 0.99981; 0.00045
2455049.835041; 0.99950; 0.00045
2455049.835690; 0.99954; 0.00045
2455049.836337; 1.00056; 0.00045
2455049.836990; 1.00015; 0.00045
2455049.837634; 0.99991; 0.00045
2455049.838283; 0.99996; 0.00045
2455049.838931; 0.99979; 0.00045
2455049.839579; 0.99987; 0.00045
2455049.840227; 1.00004; 0.00045
2455049.840875; 1.00009; 0.00045
2455049.841523; 0.99936; 0.00045
2455049.842172; 0.99953; 0.00045
2455049.842820; 0.99968; 0.00045
2455049.843468; 0.99934; 0.00045
2455049.844116; 0.99994; 0.00045
2455049.844764; 1.00043; 0.00045
2455049.845412; 1.00002; 0.00045
2455049.846061; 1.00018; 0.00045
2455049.846708; 1.00064; 0.00045
2455049.847358; 0.99993; 0.00045
2455049.848005; 1.00014; 0.00045
2455049.848653; 0.99940; 0.00045
2455049.849301; 0.99987; 0.00045
2455049.849950; 1.00028; 0.00045
2455049.850598; 1.00045; 0.00045
2455049.851246; 0.99985; 0.00045
2455049.851894; 0.99990; 0.00045
2455049.852542; 0.99973; 0.00045
2455049.853190; 1.00015; 0.00045
2455049.853838; 1.00056; 0.00045
2455049.854487; 1.00038; 0.00045
2455049.855136; 0.99952; 0.00045
2455049.855782; 0.99980; 0.00045
2455049.856431; 0.99994; 0.00045
2455049.857079; 1.00038; 0.00045
2455049.857728; 1.00005; 0.00045
2455049.858375; 0.99997; 0.00045
2455049.859024; 1.00031; 0.00045
2455049.859672; 1.00016; 0.00045
2455049.860320; 0.99960; 0.00045
2455049.860968; 1.00005; 0.00045
2455049.861616; 1.00040; 0.00045
2455049.862265; 0.99974; 0.00045
2455049.862913; 1.00038; 0.00045
2455049.863561; 1.00033; 0.00045
2455049.864208; 0.99954; 0.00045
2455049.864857; 0.99992; 0.00045
2455049.865505; 0.99997; 0.00045
2455049.866154; 1.00039; 0.00045
2455049.866802; 0.99983; 0.00045
2455049.867450; 1.00003; 0.00045
2455049.868099; 0.99972; 0.00045
2455049.868746; 1.00005; 0.00045
2455049.869394; 0.99970; 0.00045
2455049.870042; 1.00008; 0.00045
2455049.870691; 0.99946; 0.00045
2455049.871339; 1.00017; 0.00045
2455049.871988; 1.00042; 0.00045
2455049.872636; 0.99978; 0.00045
2455049.873284; 1.00072; 0.00045
2455049.873932; 1.00004; 0.00045
2455049.874581; 1.00034; 0.00045
2455049.875228; 1.00049; 0.00045
2455049.875876; 1.00027; 0.00045
2455049.876525; 1.00006; 0.00045
2455049.877173; 1.00055; 0.00045
2455049.877820; 0.99916; 0.00045
2455049.878468; 1.00034; 0.00045
2455049.879117; 1.00039; 0.00045
2455049.879765; 0.99975; 0.00045
2455049.880413; 1.00004; 0.00045
2455049.881061; 0.99992; 0.00045
2455049.881710; 1.00004; 0.00045
2455049.882357; 0.99964; 0.00045
2455049.883005; 0.99968; 0.00045
2455049.883653; 1.00046; 0.00045
2455049.884303; 0.99964; 0.00045
2455049.884951; 0.99993; 0.00045
2455049.885599; 0.99998; 0.00045
2455049.886247; 1.00020; 0.00045
2455049.886895; 1.00005; 0.00045
2455049.887542; 1.00003; 0.00045
2455049.888196; 0.99970; 0.00045
2455049.888840; 0.99980; 0.00045
2455049.889487; 0.99962; 0.00045
2455049.890135; 1.00001; 0.00045
2455049.890783; 0.99957; 0.00045
